product_name;merchant_image_url;description;search_price;brand_name;category;ingredients;Anwendung;vegan;alcoholFree;fragranceFree
Beauty Of Joseon - Green Plum Refreshing Toner: Aha + Bha - Peelinglotion - refreshing Green Plum Toner;https://media.sephora.eu/content/dam/digital/pim/published/B/BEAUTY_OF_JOSEON/761486/365590-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Ein sanftes und leichtes Tonic, das abgestorbene Hautzellen und überschüssigen Talg entfernt, die nach der Reinigung zurückbleiben können.
Grünes Pflaumenwasser mit 25 % und Mungbohnenextrakt mit 2 % tragen dazu bei, die Haut zu glätten und mit Feuchtigkeit zu versorgen. Die Kombination aus 2 % Glykolsäure und 0,5 % Salicylsäure hilft, abgestorbene Hautzellen sanft zu entfernen, ohne die Haut zu reizen.
";11.95;Beauty Of Joseon;Toner;Water, Prunus Mume Fruit Water, Dipropylene Glycol, 1,2-Hexanediol, Tromethamine, Glycolic Acid, Phaseolus Radiatus Seed Extract, Panax Ginseng Root Extract, Oryza Sativa (Rice) Bran Water, Portulaca Oleracea Extract, Butylene Glycol, Glycerin, Salicylic Acid, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Fructose, Tocopherol, Glucose, Sodium PCA, Triethylhexanoin, Diphenyl Dimethicone, C12-14, Pareth-12, Ethylhexylglycerin, Hydrogenated Lecithin, Polyglyceryl-10 Oleate, Tetrasodium EDTA;"1. Morgens und abends nach der Reinigung eine großzügige Menge mit einem Wattepad auf die Haut auftragen.
2. Trage deine bevorzugte Gesichtscreme auf.";;;
Byoma - Hydrating Milky Toner - Soothing Toner - 150ml;https://media.sephora.eu/content/dam/digital/pim/published/B/BYOMA/719140/342128-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Diese milde und ultraberuhigende tonisierende Lotion versorgt trockene Haut mit Feuchtigkeit und unterstützt die Reparatur der Hautschutzbarriere. Die milchige Formel wirkt bereits ab der ersten Anwendung feuchtigkeitsspendend, lindernd und beruhigend.
Die Formel enthält einen patentierten Barrier Lipid Complex sowie Polyglutaminsäure und Cica. Diese Inhaltsstoffe stärken die Hautschutzbarriere, binden Feuchtigkeit in mehreren Hautschichten und helfen, den transepidermalen Wasserverlust zu minimieren.
Die Haut wirkt sofort weicher, geschmeidiger und strahlender. Das Produkt ist dermatologisch getestet, nicht komedogen, alkohol- und parfümfrei, vegan und tierversuchsfrei.
150 ml
";15.95;Byoma;Toner;"Aqua
Butylene Glycol
Glycerin
Dipropylene Glycol
1,2-Hexanediol
Panthenol
Limnanthes Alba (Meadowfoam) Seed Oil
Polyglutamic Acid
Pullulan
Saccharide Isomerate
Xanthan Gum
Centella Asiatica Extract
Gluconolactone
Sphingolipids
Sodium Citrate
Beta-Glucan
Tocopherol
Ceramide NP
Citric Acid
Carbomer
Ethylhexylglycerin
Polyglyceryl-3 Methylglucose Distearate
Tromethamine
Symphytum Officinale Root Extract
Hydrogenated Lecithin
Sodium Phytate
Sodium Hyaluronate
Methyl Glucose Sesquistearate
Cetearyl Glucoside";"Auf saubere und trockene Haut mit den Händen auftragen und durch vorsichtiges Klopfen in das Gesicht, Hals und Dekolletee einziehen lassen. Morgens und abends anwenden. Anschließend die Seren und die Feuchtigkeitscreme von Byoma Deiner Wahl auftragen.

Wie man es recycelt: Schraube den Deckel ab, spüle die Flasche aus und werfe sie in den normalen Plastikmüll.";;;
Kiehl's Since 1851 - Daily Refining - Milk-peel Toner - milk Peel Toner 200ml;https://media.sephora.eu/content/dam/digital/pim/published/K/KIEHLS/533839/225495-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Unser Milk-Peel Toner ist sanft genug für den täglichen Gebrauch und verwöhnt die Haut mit einem Peeling-Effekt, während die pflegende Milch-Textur sie regeneriert.
Der zweifach wirkende exfolierende Toner mit Lipo-Hydroxysäure, 23 % Mandelmilch, Squalan und Distelsamenöl peelt die Haut sanft und löst Unreinheiten. Gleichzeitig füllt er den Feuchtigkeitsgehalt der Haut wieder auf und sorgt für einen reinen Teint sowie ein glattes, angenehmes Hautgefühl.
Der Toner wurde klinisch getestet und hilft, Hautrückstände sanft zu entfernen, ohne Irritationen zu verursachen. Die Haut fühlt sich hydratisiert, gepflegt und angenehm an.
200 ml";77.45;Kiehl's Since 1851;Toner;Aqua / Water, Hydrogenated Polydecene, Caprylic/Capric Triglyceride, Squalane, Carthamus Tinctorius Seed Oil / Safflower Seed Oil, 1,2-Hexanediol, Peg-6 Caprylic/Capric Glycerides, Peg-40 Glyceryl Cocoate, Phenoxyethanol, Sodium Coceth Sulfate, Capryloyl Salicylic Acid, Tromethamine, Ethylhexylglycerin, Citrus Nobilis Peel Oil / Mandarin Orange Peel Oil, Adenosine, Limonene, Caprylyl Glycol, Anthemis Nobilis Flower Oil, Cupressus Sempervirens Leaf/Nut/Stem Oil, Prunus Amygdalus Dulcis Seed Extract / Sweet Almond Seed Extract, Benzyl Alcohol, Xanthan Gum, Silybum Marianum Extract, Tocopherol, Dehydroacetic Acid, Lactic Acid.;"Schüttle den Toner vor Gebrauch gut, damit sich die zwei Phasen Formel miteinander vermischt.
Befeuchte zweimal täglich ein Wattepad mit dem Milk-Peel Toner und streiche sanft über Dein sauberes und trockenes Gesicht. Spare dabei die Augenpartie aus.
Um optimale Ergebnisse zu erzielen, verwende unseren sanft exfolierenden Toner täglichen jeden Morgen und Abend nach der Reinigung und vor dem Auftragen eines Serums.
Kombiniere den Milk-Peel toner mit unserem Clearly Corrective Dark Spot Solution [LINK TO PDP] für einen strahlenden, klaren Teint.";;;
Restorative Sea Culture Hydrating Toner - Gesichtswasser;https://www.100percentpure.de/media/image/product/2402/lg/restorative-sea-culture-hydrating-toner-gesichtswasser.jpg;"Das feuchtigkeitsspendende Gesichtswasser macht die Haut weich, polstert sie auf und versorgt sie intensiv mit Feuchtigkeit. Die Formel basiert auf gelartigem Algin aus mineralstoffreichen Algen, die aus reinen, sauberen Gewässern gewonnen werden.
";40.5;100%pure;Toner;Salvia Hispanica (Chia) Water[1], Hamamelis Virginiana (Witch Hazel) Powder[1], Glycerin[1], Algae Extract[1], Yeast Ferment Extract, Macrocystis Pyrifera (Sea Kelp) Extract[1], Lonicera Japonica (Honeysuckle) Flower Extract[1], Xanthan Gum, Hyaluronic Acid, Citrus Bergamia Fruit Oil[2], Cedrus Atlantica (Cedarwood) Bark Oil[2], Vetiver[2], Citrus Sinensis (Orange) Oil[2], Salvia Officinalis (Sage) Oil[2], Lavandula Angustifolia Oil[2];"	Der Restorative Sea Culture Hydrating Toner ist optimal für die morgendliche und abendliche Gesichtspflege geeignet.
	Nach der Gesichtsreinigung ein weiches Wattepad mit dem Gesichtswasser tränken und sanft über Hals und Gesicht streichen.
	Kann auch für die empfindliche Augenpartie genutzt werden.
";;;
Bioderma Hydrabio Tonique Gesichtswasser;https://www.versandapo.de/images/product_images/popup_images/09732526.jpg;"Das Bioderma Hydrabio Tonique Gesichtswasser bereitet die Haut ideal auf die nachfolgende Feuchtigkeitspflege vor. Es klärt das Hautbild nach der Reinigung, entfernt Kalkrückstände und hilft, den pH-Wert der Haut zu regulieren.
Die Formel stärkt die Feuchtigkeitsversorgung der Haut nachhaltig und eignet sich besonders für feuchtigkeitsarme, empfindliche sowie trockene bis sehr trockene Haut. Der patentierte Wirkstoff Aquagenium™ mit Pyrus Malus und Vitamin B3 unterstützt die Feuchtigkeitsversorgung und aktiviert die hauteigene Lipidproduktion.
Die enthaltene D.A.F.-Zuckergrundlage spendet zusätzlich Feuchtigkeit, wirkt beruhigend und unterstützt die Hautverträglichkeit. Glycerin versorgt die Haut ebenfalls mit Feuchtigkeit und sorgt für ein gepflegtes Hautgefühl.
";14.79;Bioderma;Toner;Water (Aqua), Glycerin, Polysorbate 20, Allantoin, Pyrus Malus (Apple) Fruit Extract, Xylitol, Mannitol, Rhamnose, Fructooligosaccharides, Citric Acid, Niacinamide, Hexyldecanol, Sodium Hydroxide, Cetrimonium Bromide, Disodium Edta, Fragrance (Parfum).;"Morgens und abends
SCHRITT 1 Ein Wattepad tränken
SCHRITT 2 Nach der Reinigung auf Gesicht und Augen auftragen.
";;;
La Roche-Posay Effaclar Mizellen Reinigungsfluid, 200 ml Lotion;https://nbg1.your-objectstorage.com/inspirax-image-server-bucket/06609618_08.jpeg;Hochwertige medizinische Hautpflege für empfindliche Haut. Die Lotion wird auf die Haut aufgetragen und eignet sich als Dermokosmetik aus der Apotheke.;19.26;La Roche-Posay;Toner;AQUA / WATER • PEG-7 CAPRYLIC/CAPRIC GLYCERIDES • POLOXAMER 124 • POLOXAMER 184 • PEG-6 CAPRYLIC/CAPRIC GLYCERIDES • GLYCERIN • POLYSORBATE 80 • ZINC PCA • SODIUM HYDROXIDE • DISODIUM EDTA • BHT • MYRTRIMONIUM BROMIDE • PARFUM / FRAGRANCE;Morgens und/oder abends einen Wattebausch mit der Lotion tränken und Gesicht und Hals reinigen. Die Haut im Anschluss behutsam mit einem Handtuch oder sauberen Wattepad trocken tupfen.;;;
Laneige - Cream Skin Cerapeptide - Toner & Moisturizer - cream Skin Toner & Moisturizer;https://media.sephora.eu/content/dam/digital/pim/published/L/LANEIGE/731540/363953-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Ein hybrides 2-in-1-Produkt mit innovativer, leichter Textur, das Creme und Gesichtswasser kombiniert und die Haut intensiv mit Feuchtigkeit versorgt.
Die Formel ist mit Cerapeptid angereichert, das die Haut intensiv nährt, sichtbar strafft und ihre Feuchtigkeitsbarriere stärkt.
";32.95;Laneige;Toner;WATER / AQUA / EAU, BUTYLENE GLYCOL, GLYCERIN, LIMNANTHESALBA (MEADOWFOAM) SEED OIL, ISOPENTYLDIOL, 1,2-HEXANEDIOL, SQUALANE, POLYGLYCERYL-10 STEARATE, GLYCERYL STEARATE CITRATE, SODIUM STEAROYL GLUTAMATE,INULIN LAURYL CARBAMATE, GLYCERYL CAPRYLATE, ETHYLHEXYLGLYCERIN,PROPANEDIOL, DISODIUM EDTA, CARBOMER,MANNITOL, ACRYLATES/STEARYL METHACRYLATE COPOLYMER,TREMELLA FUCIFORMIS SPOROCARP EXTRACT, HYALURONIC ACID, CAMELLIA SINENSIS LEAF EXTRACT, XANTHAN GUM, CERAMIDE NP, CAMELLIA JAPONICA FLOWER EXTRACT,TOCOPHEROL, ACETYL TETRAPEPTIDE-11;Nur zur äußerlichen Anwendung geeignet. Direkten Augenkontakt vermeiden. Bei Kontakt mit den Augen gründlich mit Wasser ausspülen. Bei Hautreizungen die Anwendung abbrechen und ärztlichen Rat einholen. Außerhalb der Reichweite von Kindern aufbewahren.;;;
NIVEA Pflegendes Gesichtswasser Trocken+Sens Haut, 200 ml Lösung;https://nbg1.your-objectstorage.com/inspirax-image-server-bucket/17624555_01.jpg;"Die sanfte Formel des NIVEA® Pflegendes Gesichtswassers ist angereichert mit Mandelöl und hautidentischem Hydramin. Sie reinigt sanft, ohne die Haut auszutrocknen, entfernt Rückstände und sorgt für geschmeidige Haut. Gleichzeitig ist das Gesichtswasser intensiv feuchtigkeitsspendend und pflegend.

Die vegane Formel (ohne Inhaltsstoffe tierischen Ursprungs) ist zu 95 % biologisch abbaubar und frei von festen Mikroplastikpartikeln gemäß UNEP-Definition. Die Verträglichkeit von NIVEA Pflegendes Gesichtswasser ist dermatologisch bestätigt.";5.45;NIVEA;Toner;Aqua, Glycerin, PEG-8, PEG-40 Hydrogenated Castor Oil, Prunus Amygdalus Dulcis Oil, Polyquaternium-10, Citric Acid, Phenoxyethanol, 1,2-Hexanediol, Trisodium EDTA, Geraniol, Benzyl Alcohol, Linalool, Alpha-Isomethyl Ionone, Limonene, Parfum;Mit einem Wattepad sanft auf die Haut einmassieren, dabei die Augenpartie aussparen.;;;
NIVEA Erfrischendes Gesichtswass Norm. Haut Mischh, 200 ml Lösung;https://nbg1.your-objectstorage.com/inspirax-image-server-bucket/17624549_01.jpg;"Das erfrischende Gesichtswasser von NIVEA reinigt die Haut sanft und entfernt letzte Rückstände von Make-up, Schmutz und Reinigungsprodukten. Es klärt die Haut, belebt den Teint und sorgt für ein angenehm frisches Hautgefühl.
Die Formel ist für normale Haut und Mischhaut geeignet und hilft, die Haut optimal auf die nachfolgende Pflege vorzubereiten.
200 ml
";5.45;NIVEA;Toner;Aqua, Alcohol Denat., Aloe Barbadensis Leaf Juice Powder, Sodium Hyaluronate, Glycerin, Cellulose Gum, Citric Acid, Polyglyceryl-4 Caprate, Caprylyl Glycol, Phenoxyethanol, ParfumAqua, Alcohol Denat., Aloe Barbadensis Leaf Juice Powder, Sodium Hyaluronate, Glycerin, Cellulose Gum, Citric Acid, Polyglyceryl-4 Caprate, Caprylyl Glycol, Phenoxyethanol, Parfum;Mit einem Wattepad sanft auf die Haut einmassieren, dabei die Augenpartie aussparen.;;;
Nuxe Very Rose Mizellenwasser;https://www.versandapo.de/images/product_images/popup_images/19498899.jpg;"Das Nuxe Very Rose Mizellenwasser entfernt Make-up und reinigt Gesicht und Augen sanft. Die frische Formel eignet sich für alle Hauttypen und hinterlässt die Haut weich, beruhigt und sofort mit Feuchtigkeit versorgt.
Angereichert mit Rosenextrakt besteht das Mizellenwasser zu 99 % aus Inhaltsstoffen natürlichen Ursprungs. Der zarte Rosenduft und die frische, nicht klebrige Textur sorgen für ein angenehmes Hautgefühl und sofortigen Komfort.
";14.79;Nuxe;Toner;AQUA/WATER, GLYCERIN, PENTYLENE GLYCOL, POLYGLYCERYL-6 CAPRYLATE, POLYGLYCERYL-4 CAPRATE, PARFUM/FRAGRANCE, SODIUM GLUCONATE, PHENOXYETHANOL,CETRIMONIUM BROMIDE, ROSE FLOWER OIL/EXTRACT [N5805/B];Ein Wattepad, vorzugsweise wiederverwendbar, mit dem Mizellen-Reinigungswasser tränken. Über das gesamte Gesicht und die Augen streichen, bis das Make-up vollständig entfernt ist. Wiederholen Sie den Vorgang, bis das Wattepad sauber bleibt. Muss nicht abgewaschen werden. Abends zum Abschminken und morgens zum Reinigen anwenden.;;;
"ROUND LAB
Soybean Nourishing Toner
";https://www.mystationary.de/media/52/e5/1d/1775877401/91665ce63300ce54460a0fc74ecae065a6cce7aa_MS_0063172_image_1_574862_soybean_toner_vyzivujici_pletove_tonikum_pro_suchou_a_dehydratovanou_.jpg?ts=1775877402;"Erlebe mit dem  Round Lab Soybean Nourishing Toner eine straffe und tief mit Feuchtigkeit versorgte Haut mit schwarzem Sojabohnenextrakt und Adenosin. Ideal geeignet, um trockene Haut zu lindern und das Auftreten feiner Linien zu reduzieren.
Yakkong-Sojabohnen sind viel reicher an Anthocyane und Isoflavone als gewöhnliche Sojabohnen. In der orientalischen Medizin wird es seit der Antike häufig zur Behandlung und Entgiftung verschiedener Krankheiten eingesetzt. Insbesondere schwarze Sojabohnen enthalten Glycitein und Langsanium, die viermal höher ist als die von gewöhnlichen Sojabohnen und daher wirksam gegen Alterung ist. Saponine wirken säurehemmend und entziehen dem Körper Schadstoffe. Es enthält außerdem ungesättigte Fettsäuren, die die Ansammlung von Cholesterin in Blutgefäßen verhindern. Die Yakkong-Schale enthält Glycerin und Genistin, wirkt säurehemmend und antioxidant.
Phosphat beugt der Hautalterung durch UV-Strahlen vor, enthält Vitamin E und hilft, Sonnenflecken und Sommersprossen zu beseitigen. Rektinsäure schützt zusätzlich geschädigte Haut durch die Aktivierung von Vitamin A.
Für welchen Hauttyp ist der Toner geeignet?
Der Round Lab Soybean Nourishing Toner ist für alle Hauttypen geeignet, aber besonders vorteilhaft für trockene und reife Haut. Selbstverständlich können auch andere Hauttypen von den Vorteilen dieses Toners profitieren. Er versorgt die Haut mit Feuchtigkeit, verbessert die Elastizität und verleiht ihr ein strahlendes Aussehen.
";21.95;ROUND LAB;Toner;"Water, Propanediol, Butylene Glycol, 1,2-Hexanediol, Glycerin, Glycine Max Seed Extract, Ceramide NP, Chondrus Crispus Extract, Saccharum Officinarum Extract, Sodium Hyaluronate, Sodium Hyaluronate, Panthenol, Pentylene Glycol, Diphenyl Dimethicone, Triethylhexanoin, Caprylyl Glycol, Hydrogenated Lecithin, Ethylhexylglycerin, Adenosine, Tromethamine, Caprylic/Capric Triglyceride, Dextrin, Dipotassium Glycyrrhizate, Carbomer, Disodium EDTA, Theobroma Cacao Seed Extract
";"Nimm nach der Reinigung eine angemessene Menge und trage sie auf die Haut auf. 
Massiere es sanft in die Haut ein, damit es einziehen kann.
";;;
ROUND LAB 1025 Dokdo Toner 100 ml;https://www.mystationary.de/media/84/49/9a/1775885409/3a5969da3bd581e42b881d34b50d840569ff9f9e_MS_0063176_image_1_574875_1025_dokdo_toner_exfoliacni_pletove_tonikum.jpg?ts=1775885412;"Der Round Lab 1025 Dokdo Toner ist ein hochwirksamer Toner, der entwickelt wurde, um deiner Haut intensive Feuchtigkeit und Pflege zu bieten. Dieser Toner wurde sorgfältig formuliert, um die Haut zu beruhigen, zu erfrischen und gleichzeitig ihre natürliche Schutzbarriere zu stärken. Ein herausragender Inhaltsstoff des Round Lab 1025 Dokdo Toners ist das Meerwasser aus der Dokdo-Insel. Dieses Meerwasser ist reich an wertvollen Mineralien und Spurenelementen, die dazu beitragen, die Haut zu nähren und mit essentieller Feuchtigkeit zu versorgen. Es hat eine erfrischende Wirkung und hinterlässt ein angenehmes, hydratisiertes Gefühl auf der Haut. Chondrus Crispus Extract, auch Irisch Moss Extrakt oder Carrageenan-Extrakt genannt, wirkt wegen der vielen Mineralien und Spurenelemente mineralisierend und antioxidativ auf die Haut. Es spendet der haut Feuchtigkeit und kann bei trockener und strapazierter Haut und Hautproblemen wie Eczema helfen. Der enthaltene Zuckerrohrextrakt, welcher auch unter der Bezeichnung Saccharum Officinarum bekannt ist, verringert die Talgproduktion und sorgt somit für ein schönes Hautbild. Des Weiteren fördert der Wirkstoff die Herstellung von Kollagen. Dies ist vor allem der Anti Aging Wirkung zuträglich und sorgt auf Dauer für ein gesundes, straffes Hautbild. 
Für welche Hauttypen ist der Round Lab 1025 Dokdo Toner geeignet?
Dieser Toner eignet sich hervorragend für alle Hauttypen, einschließlich empfindlicher Haut. Er kann in deine tägliche Hautpflege-Routine integriert werden und ist sowohl morgens als auch abends anwendbar. Mit kontinuierlicher Anwendung wird dein Teint sichtbar revitalisiert, erfrischt und mit intensiver Feuchtigkeit versorgt.
";15.95;ROUND LAB;Toner;AQUA, BUTYLENE GLYCOL, PENTYLENE GLYCOL, GLYCERIN, PROPANEDIOL, 1,2-HEXANEDIOL, CHONDRUS CRISPUS EXTRACT, SACCHARUM OFFICINARUM EXTRACT, PROTEASE, BETAINE, PANTHENOL, ETHYLHEXYLGLYCERIN, MARIS AQUA, XANTHAN GUM, DISODIUM EDTA, ALLANTOIN, TOCOPHEROL.;"So benutzt Du das Gesichtswasser:
Als Gesichtsmaske: Die entsprechende Menge auf ein Wattepad geben und über das gesamte Gesicht wischen, um die Haut zu klären.
Als Spot Relief Maske: Wattepads mit dem Produkt befeuchten und für 5-10 Minuten auf die betroffenen Stellen legen, um die gereizte Haut zu beruhigen.
";;;
Avene Hydrance Rich Hydrating Cream 40ml;https://www.mystationary.de/media/e4/54/9d/1775867691/ccf89cee8a0f0512c94318b38b36c304121771d2_MS_0065728_image_1_3282779390132.jpg?ts=1775867694;"Die Avène Hydrance Rich Hydrating Cream ist eine reichhaltige Feuchtigkeitscreme, die trockene bis sehr trockene Haut intensiv mit Feuchtigkeit versorgt. Sie hilft, die Haut geschmeidig zu machen, Spannungsgefühle zu lindern und den natürlichen Feuchtigkeitshaushalt der Haut zu unterstützen.
Die cremige Textur hinterlässt ein angenehmes, gepflegtes Hautgefühl und sorgt für einen frischen, strahlenden Teint.
40 ml
";26.95;AVENE;Feuchtigkeitspflege;THERMAL SPRING WATER ( AQUA), CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN, BUTYROSPERMUM PARKII (SHEA) BUTTER (BUTYROSPERMUM PARKII BUTTER), CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL (CARTHAMUS TINCTORIUS SEED OIL), BEHENYL ALCOHOL, SODIUM ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, WATER (AQUA);Verteile morgens und abends (oder auch nur einmal täglich) eine kleine Menge der Creme auf den Fingerspitzen und trage sie sanft auf Gesicht und Hals auf. Für optimale Ergebnisse wird eine regelmäßige Anwendung empfohlen.;True;True;True
Beauty Of Joseon - Dynasty Cream - Pflegecreme Mit Anti-aging-effekt - dynasty Cream;https://media.sephora.eu/content/dam/digital/pim/published/B/BEAUTY_OF_JOSEON/761490/365594-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Die Dynasty Cream von Beauty of Joseon ist eine reichhaltige Pflegecreme mit fester Textur, die intensive Feuchtigkeitsversorgung mit tiefenwirksamer Pflege kombiniert. Sie hilft, die Haut langanhaltend vor dem Austrocknen zu schützen.
Die vielseitige Formel mit Reiswasser, Ginsengwasser, Squalan und Niacinamid unterstützt die Hautgesundheit, spendet Feuchtigkeit und hilft, das Gleichgewicht zwischen Talgproduktion und Hydratation zu bewahren.
Die kräftige Textur nährt die Haut intensiv und hinterlässt sie geschmeidig, gepflegt und ausgeglichen.
";16.95;Beauty Of Joseon;Feuchtigkeitspflege;AQUA, GLYCERIN, HYDROGENATED POLYDECENE, 1,2-HEXANEDIOL, NIACINAMIDE, SQUALANE, BUTYLENE GLYCOL, PROPANEDIOL, BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE, CETEARYL OLIVATE, SORBITAN OLIVATE, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP, COPOLYMER, XANTHAN GUM, PANAX GINSENG ROOT WATER, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, TROMETHAMINE, CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL, HYDROGENATED COCONUT OIL, GLYCERYL ACRYLATE/ACRYLIC ACID COPOLYMER, ORYZA SATIVA (RICE) BRAN WATER, ETHYLHEXYLGLYCERIN, ADENOSINE, CAPRYLIC/CAPRIC TRIGLYCERIDE, DISODIUM EDTA, HYALURONIC ACID, HYDROLYZED HYALURONIC ACID, SODIUM HYALURONATE, HONEY EXTRACT, CERAMIDE NP, HYDROGENATED LECITHIN, COPTIS JAPONICA ROOT EXTRACT, RAPHANUS SATIVUS (RADISH) SEED EXTRACT, LYCIUM CHINENSE FRUIT EXTRACT, THEOBROMA CACAO (COCOA) SEED EXTRACT, PHELLINUS LINTEUS EXTRACT, DEXTRIN, SCUTELLARIA BAICALENSIS ROOT EXTRACT;Trage eine geeignete Menge dieser Creme am Ende deiner Hautpflegeroutine auf dein Gesicht auf. Klopfe sie mit den Fingern ein, um die Aufnahme zu erleichtern.;False;True;True
Byoma - Reichhaltige Feuchtigkeitscreme - moisturizing Rich Cream 50ml;https://media.sephora.eu/content/dam/digital/pim/published/B/BYOMA/633708/281322-media_swatch.jpg?scaleWidth=500&scaleHeight=500&scaleMode=fit;"Diese reichhaltige, tief feuchtigkeitsspendende Creme verschmilzt mit der Haut, versorgt sie intensiv mit Feuchtigkeit und verbessert die Hautstruktur. Sie sorgt für ein geschmeidiges, pralles Hautgefühl und stärkt die Hautbarriere.
Die Formel enthält einen Tri-Ceramid-Komplex aus Ceramiden, Cholesterin und Fettsäuren sowie beruhigende und reparierende Extrakte aus Bakuchiol und Shea. Sie hilft, Feuchtigkeit bis zu 24 Stunden zu bewahren, den Teint und die Hauttextur zu verbessern und das Erscheinungsbild von feinen Linien zu reduzieren.
Das Produkt ist dermatologisch getestet, ölfrei, nicht komedogen, alkohol- und parfümfrei, vegan und tierversuchsfrei.
50 ml
";15.95;Byoma;Feuchtigkeitspflege;AQUA (CARRIER), GLYCERIN (HUMECTANTS), CAPRYLIC/CAPRIC TRIGLYCERIDE (SKIN-CONDITIONER), CETEARYL ALCOHOL (EMULSION STABILIZERS), BUTYROSPERMUM PARKII (SHEA) BUTTER (SKIN-CONDITIONER), CETEARYL OLIVATE (SURFACTANTS), SORBITAN OLIVATE (SURFACTANTS), DIPROPYLENE GLYCOL (SOLVENTS), HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER (VISCOSITY CONTROLLING), HYDROXYACETOPHENONE (ANTIOXIDANTS), CERAMIDE NP (SKIN-CONDITIONER), CHOLESTEROL (SKIN-CONDITIONER), PHYTOSPHINGOSINE (SKIN-CONDITIONER), CAPRYLYL GLYCOL (SKIN-CONDITIONER), BAKUCHIOL (ANTIOXIDANTS), PALMITIC ACID (EMOLLIENT), STEARIC ACID (SKIN-CONDITIONER), OLEIC ACID (SKIN-CONDITIONER), HYDROGENATED LECITHIN (EMULSIFIER), ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER (VISCOSITY CONTROLLING), TROMETHAMINE (PH ADJUSTERS), OLEA EUROPAEA (OLIVE) FRUIT OIL (ANTIOXIDANTS), ETHYLHEXYLGLYCERIN (SKIN-CONDITIONER), LACTIC ACID (PH ADJUSTERS), DISODIUM EDTA (CHELATING AGENTS), SORBITAN ISOSTEARATE (SURFACTANTS), DIPOTASSIUM GLYCYRRHIZATE (SKIN-CONDITIONER), CAPRYLHYDROXAMIC ACID (CHELATING AGENTS), TOCOPHEROL (ANTIOXIDANT);"Diese reichhaltige, tief feuchtigkeitsspendende Creme verschmilzt mit der Haut, versorgt sie intensiv mit Feuchtigkeit und verbessert die Hautstruktur. Das Ergebnis sind geschmeidige, pralle Ergebnisse und eine gestärkte Hautbarriere.

Unser einzigartiger Tri-Ceramid-Komplex (Ceramide, Cholesterin, Fettsäuren) stärkt die Hautbarriere und ist mit beruhigenden und reparierenden Extrakten aus Bakuchiol und Shea angereichert. Sie stärkt die Hautbarriere und bewahrt die Feuchtigkeit bis zu 24 Stunden. Wir haben den Hauptwirkstoff Bakuchiol aufgrund seiner Fähigkeit ausgewählt, den Teint und die Textur zu verbessern, das Erscheinungsbild von Fältchen zu reduzieren und die Haut aufzufüllen. Das ist die Lösung für eine weiche, glatte, tief mit Feuchtigkeit versorgte Haut.

Von Dermatologen getestete und zugelassene Pflegeprodukte, ölfrei, nicht komedogen, alkohol- und parfümfrei, vegan und frei von Tierquälerei.";True;True;True
